chr start end symbol
4 62067889 62944053 ADGRL3
4 62066947 62944053 ADGRL3*
4 62937472 63027483 ADGRL3-AS1
4 100197525 100212142 ADH1A
4 100226127 100242558 ADH1B
4 100257653 100273903 ADH1C
4 100044807 100065449 ADH4
4 100044808 100065448 ADH4*
4 99992129 100009939 ADH5
4 100123795 100140403 ADH6
4 100333417 100356291 ADH7
4 100333417 100356667 ADH7*
4 3768111 3770253 ADRA2C
4 7760439 7941653 AFAP1
4 7760439 7874035 AFAP1*
4 7760439 7941588 AFAP1**
4 7755816 7780654 AFAP1-AS1
4 87856153 88062206 AFF1
4 87928139 88062206 AFF1*
4 87928152 88062206 AFF1**
4 87846045 87856002 AFF1-AS1
4 74347461 74369718 AFM
4 74301937 74321891 AFP
4 178351927 178363657 AGA
4 178351927 178363591 AGA*
4 107236852 107270381 AIMP1
4 107237706 107270613 AIMP1*
4 107236766 107270381 AIMP1**
4 74270003 74287199 ALB
4 113218524 113363777 ALPK1
4 113218498 113363764 ALPK1*
4 71457972 71473004 AMBN
4 71384285 71398460 AMTN
4 145915726 146019371 ANAPC10
4 145915726 146018534 ANAPC10*
4 145915726 146019693 ANAPC10**
4 145915728 146019348 ANAPC10***
4 25378884 25420120 ANAPC4
4 113739152 114304896 ANK2
4 113782142 114304896 ANK2*
4 113970569 114304896 ANK2**
4 114037852 114304896 ANK2***
4 114213994 114304896 ANK2****
4 113627173 114304896 ANK2*****
4 113970808 114304892 ANK2******
4 73939092 74124515 ANKRD17
4 73939092 74088774 ANKRD17*
4 186317994 186321391 ANKRD37
4 125585202 125633887 ANKRD50
4 165118158 165118863 ANP32C
4 80822299 80994383 ANTXR2
4 80898661 80994477 ANTXR2*
4 80822299 80994626 ANTXR2**
4 169013687 169108887 ANXA10
4 154228620 154229963 ANXA2P1
4 79472923 79531599 ANXA3
4 122589100 122618135 ANXA5
4 113152942 113194266 AP1AR
4 40812043 41216559 APBB2
4 40812043 40859172 APBB2*
4 40812043 40859209 APBB2**
4 165798329 165818679 APELA
4 36067625 36246136 ARAP2
4 36007025 36245561 ARAP2*
4 75310852 75320721 AREG
4 75480628 75490480 AREG*
4 153701088 153833063 ARFIP1
4 153701105 153833509 ARFIP1*
4 148653238 148993927 ARHGAP10
4 86749089 86923819 ARHGAP24
4 86699950 86923819 ARHGAP24*
4 86396302 86923819 ARHGAP24**
4 86851168 86923819 ARHGAP24***
4 106473776 106552837 ARHGEF38
4 106473776 106602071 ARHGEF38*
4 106482747 106491392 ARHGEF38-IT1
4 57371374 57390622 ARL9
4 57371956 57390619 ARL9*
4 114821439 114900803 ARSJ
4 76995861 77033939 ART3
4 76932342 77033939 ART3*
4 177134825 177190373 ASB5
4 156750880 156787429 ASIC5
4 94749903 94752115 ATOH1
4 47487291 47595503 ATP10D
4 666224 668065 ATP5ME
4 42410390 42659122 ATP8A1
4 102711763 102995969 BANK1
4 102734998 102995969 BANK1*
4 102711886 102995969 BANK1**
4 123653856 123666098 BBS12
4 123653858 123666094 BBS12*
4 122748881 122791652 BBS7
4 122745483 122791629 BBS7*
4 103998748 104020991 BDH2
4 42112869 42154672 BEND4
4 6717900 6719389 BLOC1S4
4 79697503 79801123 BMP2K
4 79697531 79833341 BMP2K*
4 81951861 81978781 BMP3
4 96012641 96079601 BMPR1B
4 95917382 96079601 BMPR1B*
4 95679105 96079594 BMPR1B**
4 95972827 96079594 BMPR1B***
4 95664818 95678684 BMPR1B-DT
4 13570363 13629349 BOD1L1
4 15704687 15734410 BST1
4 75669969 75719733 BTC
4 15341611 15447791 C1QTNF7
4 15429656 15447791 C1QTNF7*
4 15376174 15447791 C1QTNF7**
4 15006565 15429538 C1QTNF7-AS1
4 100432177 100463460 C4orf17
4 37455546 37595132 C4orf19
4 37585854 37595132 C4orf19*
4 120217573 120221800 C4orf3
4 120217573 120225600 C4orf3*
4 130014866 130037791 C4orf33
4 130017306 130037791 C4orf33*
4 87808461 87813575 C4orf36
4 87797357 87813575 C4orf36*
4 159814285 159956381 C4orf45
4 159587826 159593039 C4orf46
4 159587826 159593208 C4orf46*
4 186350487 186370982 C4orf47
4 2043721 2045691 C4orf48
4 2043719 2045697 C4orf48*
4 5958838 6020273 C4orf50
4 146601297 146653948 C4orf51
4 100557687 100578985 C4orf54
4 71200697 71202833 CABS1
4 114372187 114682894 CAMK2D
4 114675630 114682894 CAMK2D*
4 114378343 114683083 CAMK2D**
4 114372187 114683083 CAMK2D***
4 185548849 185570629 CASP3
4 185548849 185570601 CASP3*
4 110609783 110624601 CASP6
4 169908741 169931406 CBR4
4 15471488 15483887 CC2D2A
4 15480835 15603174 CC2D2A*
4 15471505 15483940 CC2D2A**
4 15471505 15603174 CC2D2A***
4 15471488 15603180 CC2D2A****
4 186366337 186392887 CCDC110
4 24807738 24914600 CCDC149
4 24807738 24981826 CCDC149*
4 24807738 24914664 CCDC149**
4 77234191 77328458 CCDC158
4 7042575 7044728 CCDC96
4 26483017 26492106 CCKAR
4 122737598 122745038 CCNA2
4 78078359 78091213 CCNG2
4 77969172 77997125 CCNI
4 77969172 77996063 CCNI*
4 77968307 77997142 CCNI**
4 91048544 91860959 CCSER1
4 91048544 92526445 CCSER1*
4 91156181 91703154 CCSER1**
4 15779950 15854855 CD38
4 76501705 76555712 CDKL2
4 184365788 184370217 CDKN2AIP
4 85504279 85572487 CDS1
4 68334479 68411221 CENPC
4 104026967 104119500 CENPE
4 185615240 185655250 CENPU
4 56815110 56899527 CEP135
4 119437479 119475359 CEP170P1
4 175205054 175254531 CEP44
4 175205061 175241479 CEP44*
4 123651343 123653613 CETN4P
4 81256873 81884910 CFAP299
4 81256883 81884902 CFAP299*
4 186090184 186125154 CFAP97
4 186080818 186125154 CFAP97*
4 2420681 2464690 CFAP99
4 110652137 110723155 CFI
4 110661850 110723155 CFI*
4 54875957 54930772 CHIC2
4 40337349 40357234 CHRNA9
4 183958817 183961272 CIBAR1P2
4 103790148 103813963 CISD2
4 170581212 170644338 CLCN3
4 170541728 170644822 CLCN3*
4 184239252 184241429 CLDN22
4 184242916 184243579 CLDN24
4 141309606 141348802 CLGN
4 141309606 141348815 CLGN*
4 10488018 10686392 CLNK
4 56294069 56413076 CLOCK
4 56294067 56412099 CLOCK*
4 17516787 17528727 CLRN2
4 47937993 47983552 CNGA1
4 47937993 48014962 CNGA1*
4 47937993 48018698 CNGA1**
4 78634540 78740218 CNOT6L
4 78634540 78741423 CNOT6L*
4 78634540 78740522 CNOT6L**
4 109731876 110223814 COL25A1
4 109745037 110223814 COL25A1*
4 109729882 110223814 COL25A1**
4 110224190 110237291 COL25A1-DT
4 47452805 47465719 COMMD8
4 47452805 47465747 COMMD8*
4 83956335 83996971 COPS4
4 84184976 84205951 COQ2
4 84184976 84206287 COQ2*
4 47644851 47840084 CORIN
4 47596014 47840123 CORIN*
4 47596017 47840084 CORIN**
4 73920412 73935476 COX18
4 73918078 73935433 COX18*
4 46736846 46911262 COX7B2
4 166300159 166419699 CPE
4 15004104 15071775 CPEB2
4 14911584 15003669 CPEB2-DT
4 778744 819917 CPLX1
4 8594386 8621488 CPZ
4 8594491 8621479 CPZ*
4 57036360 57196890 CRACD
4 5822490 5890226 CRMP1
4 5822490 5891948 CRMP1*
4 5822490 5889540 CRMP1**
4 5822490 5894813 CRMP1***
4 70796785 70812290 CSN1S1
4 70933102 70950988 CSN1S2AP
4 70999320 71012421 CSN1S2BP
4 70820973 70826729 CSN2
4 71108332 71117145 CSN3
4 1205232 1244143 CTBP1
4 1205232 1242918 CTBP1*
4 1205232 1243778 CTBP1**
4 1205232 1242516 CTBP1***
4 1203907 1212379 CTBP1-AS
4 1243227 1246795 CTBP1-DT
4 156845269 156875018 CTSO
4 48988658 49064095 CWH43
4 48988291 49064095 CWH43*
4 74735109 74737025 CXCL1
4 76942270 76944650 CXCL10
4 76954839 76957223 CXCL11
4 78432906 78532988 CXCL13
4 78526973 78532988 CXCL13*
4 74962756 74964912 CXCL2
4 74902307 74904406 CXCL3
4 74861358 74864394 CXCL5
4 74702394 74704477 CXCL6
4 74606285 74609433 CXCL8
4 76922427 76928662 CXCL9
4 105389466 105416051 CXXC4
4 105412121 105618749 CXXC4-AS1
4 108852704 108874617 CYP2U1
4 108784634 108853275 CYP2U1-AS1
4 187112720 187134617 CYP4V2
4 5016313 5021185 CYTL1
4 53578560 53580305 DANCR
4 53578560 53586863 DANCR*
4 53578560 53586864 DANCR**
4 100737983 100791346 DAPP1
4 190985656 190989019 DBET
4 17802277 17812380 DCAF16
4 17795068 17812380 DCAF16*
4 41983772 41988478 DCAF4L1
4 155243796 155412951 DCHS2
4 155152893 155412951 DCHS2*
4 71859365 71896629 DCK
4 150999596 151178585 DCLK2
4 183811243 183838630 DCTD
4 183811243 183838406 DCTD*
4 52709318 52783003 DCUN1D4
4 52709165 52783003 DCUN1D4*
4 52709744 52783003 DCUN1D4**
4 101107026 101111625 DDIT4L
4 169137444 169239903 DDX60
4 169277885 169401643 DDX60L
4 169311249 169401643 DDX60L*
4 169277885 169401665 DDX60L**
4 169391481 169401643 DDX60L***
4 9446259 9452240 DEFB131A
4 952674 967357 DGKQ
4 24529097 24586177 DHX15
4 107842958 107957470 DKK2
4 88571431 88585509 DMP1
4 100817406 100867775 DNAJB14
4 100844840 100867775 DNAJB14*
4 3465032 3503209 DOK7
4 3465032 3496209 DOK7*
4 3486270 3496209 DOK7**
4 9783257 9785633 DRD5
4 88529680 88538025 DSPP
4 36283237 36349133 DTHD1
4 148402248 148466106 EDNRA
4 148402248 148448702 EDNRA*
4 148402068 148466106 EDNRA**
4 110834038 110934922 EGF
4 99792834 99851788 EIF4E
4 99792834 99850284 EIF4E*
4 139978378 140098372 ELF2
4 139978373 140005378 ELF2*
4 139978870 140005568 ELF2**
4 139978373 140098372 ELF2***
4 141445321 141474924 ELMOD2
4 110967002 111119771 ELOVL6
4 101316497 101439179 EMCN
4 71503427 71512541 ENAM
4 71494460 71512541 ENAM*
4 83351742 83382330 ENOPH1
4 111397310 111486441 ENPEP
4 111397310 111481432 ENPEP*
4 111397310 111476074 ENPEP**
4 185009858 185139026 ENPP6
4 75174186 75182503 EPGN
4 66196276 66536207 EPHA5
4 66185280 66535206 EPHA5*
4 66185284 66536207 EPHA5**
4 66185280 66536213 EPHA5***
4 66535678 66559104 EPHA5-AS1
4 75230861 75254464 EREG
4 53608719 53617592 ERVMER34-1
4 53609683 53617807 ERVMER34-1*
4 159603259 159629865 ETFDH
4 159593252 159629865 ETFDH*
4 159593447 159630775 ETFDH**
4 109663208 109684209 ETNPPL
4 5712927 5760038 EVC
4 5712927 5816032 EVC*
4 5564145 5711275 EVC2
4 5564165 5710286 EVC2*
4 56719813 56771252 EXOC1
4 56719815 56771244 EXOC1*
4 56685955 56703655 EXOC1L
4 122722477 122738176 EXOSC9
4 187187342 187196051 F11
4 187187342 187210835 F11*
4 187337201 187422212 F11-AS1
4 187207251 187422212 F11-AS1*
4 120238404 120243293 FABP2
4 38869426 38947360 FAM114A1
4 38869426 38929932 FAM114A1*
4 38869426 38941154 FAM114A1**
4 89647110 89978336 FAM13A
4 89647104 89744512 FAM13A*
4 89630939 89651254 FAM13A-AS1
4 187025857 187096444 FAM149A
4 187065636 187093817 FAM149A*
4 187066040 187096444 FAM149A**
4 187065440 187093817 FAM149A***
4 152330327 152591655 FAM160A1
4 17630928 17783244 FAM184B
4 2537101 2734302 FAM193A
4 2627158 2734302 FAM193A*
4 2538373 2734300 FAM193A**
4 159091903 159124029 FAM198B-AS1
4 15683449 15692070 FAM200B
4 165878099 165880283 FAM218A
4 113066609 113116412 FAM241A
4 77135192 77204936 FAM47E
4 77172873 77204936 FAM47E*
4 77172852 77232283 FAM47E-STBD1
4 1641607 1685854 FAM53A
4 1641607 1686040 FAM53A*
4 1641607 1685718 FAM53A**
4 3943486 3957155 FAM86EP
4 9174898 9177893 FAM90A26
4 187508947 187645010 FAT1
4 126236109 126414087 FAT4
4 15606006 15657035 FBXL5
4 15606004 15656980 FBXL5*
4 175157809 175204818 FBXO8
4 153241695 153303681 FBXW7
4 153241695 153457244 FBXW7*
4 153241695 153273978 FBXW7**
4 153332311 153456393 FBXW7***
4 153242409 153456185 FBXW7****
4 153258825 153259248 FBXW7-AS1
4 71091840 71100968 FDCSP
4 155504277 155511894 FGA
4 155506426 155511894 FGA*
4 155484131 155493915 FGB
4 155484162 155493957 FGB*
4 123747862 123819391 FGF2
4 123747985 123819391 FGF2*
4 81187741 81212171 FGF5
4 81189418 81212171 FGF5*
4 15937199 15940363 FGFBP1
4 15961868 15964798 FGFBP2
4 1795019 1810594 FGFR3
4 1795038 1810599 FGFR3*
4 1005928 1020686 FGFRL1
4 1005413 1020686 FGFRL1*
4 1005759 1020686 FGFRL1**
4 1006251 1020686 FGFRL1***
4 155525285 155533960 FGG
4 155525322 155533808 FGG*
4 153864134 153900848 FHDC1
4 153857474 153900823 FHDC1*
4 54243807 54327029 FIP1L1
4 102268933 102270040 FLJ20021
4 187110185 187112644 FLJ38576
4 159690177 159829202 FNIP2
4 159726990 159829202 FNIP2*
4 78978723 79367787 FRAS1
4 78978476 79465423 FRAS1*
4 144498454 144621828 FREM3
4 190862026 190884346 FRG1
4 190685544 190861888 FRG1-DT
4 190784613 190861888 FRG1-DT*
4 190945522 190948411 FRG2
4 48499373 48782296 FRYL
4 162305048 163085152 FSTL5
4 162305043 163085186 FSTL5*
4 69048009 69078188 FTLP10
4 76567952 76598667 G3BP2
4 76567952 76598343 G3BP2*
4 76567969 76598595 G3BP2**
4 144258028 144395718 GAB1
4 46245564 46391426 GABRA2
4 46245564 46392317 GABRA2*
4 46245564 46392145 GABRA2**
4 46245564 46391052 GABRA2***
4 46262788 46392317 GABRA2****
4 46920916 46995598 GABRA4
4 47033583 47428447 GABRB1
4 46037785 46126071 GABRG1
4 843064 926104 GAK
4 174089961 174245118 GALNT7
4 172734554 173962710 GALNTL6
4 173551082 173610068 GALNTL6-AS1
4 173555835 173648029 GALNTL6-AS1*
4 110736665 110745893 GAR1
4 110736917 110745893 GAR1*
4 159045625 159093525 GASK1B
4 159045625 159094177 GASK1B*
4 152591807 152682175 GATB
4 152591660 152682159 GATB*
4 22694536 22821195 GBA3
4 22715711 22821195 GBA3*
4 22694559 22821192 GBA3**
4 22715714 22821192 GBA3***
4 72607410 72669758 GC
4 72607410 72671237 GC*
4 72607413 72649796 GC**
4 107278551 107289935 GIMD1
4 80327514 80329382 GK2
4 166198943 166201175 GK3P
4 175558070 175750398 GLRA3
4 157997554 158093242 GLRB
4 157997276 158093242 GLRB*
4 157997301 158093242 GLRB**
4 44703811 44728651 GNPDA2
4 44703811 44728573 GNPDA2*
4 68603098 68620106 GNRHR
4 68602835 68620106 GNRHR*
4 84457066 84527027 GPAT3
4 84457260 84527027 GPAT3*
4 84457259 84527027 GPAT3**
4 176554087 176923842 GPM6A
4 176554087 176734265 GPM6A*
4 176554087 176708827 GPM6A**
4 8582118 8591750 GPR78
4 90157533 90228951 GPRIN3
4 158141271 158287226 GRIA2
4 158141879 158287226 GRIA2*
4 158141483 158287226 GRIA2**
4 158141770 158287226 GRIA2***
4 93225549 94695706 GRID2
4 93225116 94695717 GRID2*
4 2965297 3042487 GRK4
4 7060621 7069791 GRPEL1
4 71681499 71704978 GRSF1
4 71681499 71705607 GRSF1*
4 42894729 43032675 GRXCR1
4 106631969 106768882 GSTCD
4 106629940 106768882 GSTCD*
4 106736301 106748329 GSTCD-AS1
4 54966329 54968665 GSX2
4 120370724 120375783 GTF2IP12
4 156588813 156658209 GUCY1A1
4 156587999 156658209 GUCY1A1*
4 156587999 156644621 GUCY1A1**
4 156680172 156728926 GUCY1B1
4 156680172 156728962 GUCY1B1*
4 44680411 44702697 GUF1
4 44680436 44702945 GUF1*
4 144480624 144482613 GUSBP5
4 145030455 145061871 GYPA
4 144917256 144940533 GYPB
4 144917256 144940498 GYPB*
4 144792016 144826712 GYPE
4 144796467 144826712 GYPE*
4 100869245 100871432 H2AZ1
4 100871650 100958862 H2AZ1-DT
4 108911044 108956327 HADH
4 108925819 108956331 HADH*
4 174447241 174451380 HAND2
4 174451521 174512406 HAND2-AS1
4 174451521 174506879 HAND2-AS1*
4 174451521 174463083 HAND2-AS1**
4 174449750 174463083 HAND2-AS1***
4 174451608 174463083 HAND2-AS1****
4 2230093 2243848 HAUS3
4 84373018 84377036 HELQ
4 84328495 84377036 HELQ*
4 84328498 84376976 HELQ**
4 84373018 84376976 HELQ***
4 185939994 185941958 HELT
4 89513630 89629688 HERC3
4 89444993 89629688 HERC3*
4 89513630 89578585 HERC3**
4 89378269 89427314 HERC5
4 89300003 89364249 HERC6
4 3443694 3451213 HGFAC
4 145567307 145666423 HHIP
4 145564067 145567171 HHIP-AS1
4 174252526 174254920 HMGB2
4 174252526 174255509 HMGB2*
4 8868773 8873565 HMX1
4 8847801 8873565 HMX1*
4 83274466 83295149 HNRNPD
4 83273650 83295144 HNRNPD*
4 83343716 83351378 HNRNPDL
4 57514153 57547872 HOPX
4 57514153 57522688 HOPX*
4 57514163 57547462 HOPX**
4 170650620 170679095 HPF1
4 175411327 175444049 HPGD
4 175427893 175443639 HPGD*
4 175411327 175444044 HPGD**
4 175411325 175443639 HPGD***
4 95219685 95263987 HPGDS
4 84213613 84256001 HPSE
4 84213613 84256306 HPSE*
4 84213613 84255966 HPSE**
4 11394773 11430518 HS3ST1
4 88257667 88312340 HSD17B11
4 88224946 88244034 HSD17B13
4 128704677 128755228 HSPA4L
4 128702950 128761888 HSPA4L*
4 128703476 128761888 HSPA4L**
4 70916154 70924565 HTN1
4 70894175 70902255 HTN3
4 8271480 8298251 HTRA3
4 8271480 8308825 HTRA3*
4 3076407 3245687 HTT
4 3064972 3076241 HTT-AS
4 88720705 88733586 IBSP
4 993497 998345 IDUA
4 980831 998352 IDUA*
4 980784 998345 IDUA**
4 57896938 57976551 IGFBP7
4 57898403 57976551 IGFBP7*
4 57975927 58071465 IGFBP7-AS1
4 142557735 142655140 IL15
4 123372625 123377880 IL2
4 123531262 123542221 IL21
4 123533782 123542212 IL21*
4 123540137 123610311 IL21-AS1
4 184427234 184433581 ING2
4 184426210 184433582 ING2*
4 142950108 143767688 INPP4B
4 142944312 143767688 INPP4B*
4 142944312 143767454 INPP4B**
4 142944312 143326599 INPP4B***
4 142944312 143327012 INPP4B****
4 142944312 143395574 INPP4B*****
4 142944312 143481908 INPP4B******
4 142950108 143767454 INPP4B*******
4 142944312 143227097 INPP4B********
4 142944312 143324286 INPP4B*********
4 142944312 143396899 INPP4B**********
4 142950108 143226985 INPP4B***********
4 142950108 143227097 INPP4B************
4 106603784 106629881 INTS12
4 106603784 106629846 INTS12*
4 128554111 128647892 INTU
4 150351084 150736995 IQCM
4 150272860 150736995 IQCM*
4 150636847 150736995 IQCM**
4 185308882 185395704 IRF2
4 129730854 129796379 JADE1
4 129732998 129796379 JADE1*
4 129731132 129796379 JADE1**
4 129732424 129796379 JADE1***
4 129732442 129785787 JADE1****
4 129730854 129785787 JADE1*****
4 6055481 6196346 JAKMIP1
4 6055481 6202276 JAKMIP1*
4 6027925 6202276 JAKMIP1**
4 71521257 71532225 JCHAIN
4 20730238 20852290 KCNIP4
4 20730238 21305529 KCNIP4*
4 20730238 21950374 KCNIP4**
4 20730238 20852291 KCNIP4***
4 20730238 20985632 KCNIP4****
4 20730238 21546279 KCNIP4*****
4 20730228 20884333 KCNIP4******
4 21844963 21854811 KCNIP4-IT1
4 44175919 44450826 KCTD8
4 55944647 55991762 KDR
4 6784458 6885899 KIAA0232
4 6784453 6885891 KIAA0232*
4 123091757 123283914 KIAA1109
4 123073485 123283907 KIAA1109*
4 55524123 55606881 KIT
4 39408549 39453153 KLB
4 38665819 38703138 KLF3
4 38614321 38666249 KLF3-AS1
4 166131170 166244308 KLHL2
4 166128712 166244299 KLHL2*
4 166128769 166244308 KLHL2**
4 39046450 39127853 KLHL5
4 39063851 39127853 KLHL5*
4 88081255 88141770 KLHL8
4 88081255 88141420 KLHL8*
4 187148660 187179625 KLKB1
4 100799494 100815703 LAMTOR3
4 100799492 100815584 LAMTOR3*
4 17578820 17609593 LAP3
4 128982466 129133141 LARP1B
4 128982466 129144081 LARP1B*
4 128982466 129030056 LARP1B**
4 128982466 129043508 LARP1B***
4 113558298 113578742 LARP7
4 113558119 113578748 LARP7*
4 113558611 113578748 LARP7**
4 113558657 113578742 LARP7***
4 17842821 18023498 LCORL
4 17882217 18023498 LCORL*
4 17842820 18023378 LCORL**
4 17893914 18023498 LCORL***
4 16503164 16900268 LDB2
4 16503156 16900432 LDB2*
4 16752472 16900268 LDB2**
4 108968703 109090088 LEF1
4 108968700 109090112 LEF1*
4 108968700 109087953 LEF1**
4 109088680 109097586 LEF1-AS1
4 109093275 109097586 LEF1-AS1*
4 1813205 1857883 LETM1
4 25000468 25032568 LGI2
4 39460675 39481126 LIAS
4 39460643 39465434 LIAS*
4 41614725 41702061 LIMCH1
4 41361623 41702061 LIMCH1*
4 41362823 41702061 LIMCH1**
4 41540173 41702061 LIMCH1***
4 41614918 41702061 LIMCH1****
4 83845756 83931976 LIN54
4 83845756 83934094 LIN54*
4 83845756 83931987 LIN54**
4 181985242 182080302 LINC00290
4 139230864 139345498 LINC00499
4 14472089 14889793 LINC00504
4 83534265 83542590 LINC00575
4 136788137 136809248 LINC00613
4 136788137 136834835 LINC00613*
4 138948576 139051839 LINC00616
4 41881538 41884628 LINC00682
4 3578595 3592712 LINC00955
4 80413746 80497614 LINC00989
4 189376731 189523062 LINC01060
4 120326677 120331815 LINC01061
4 14113591 14141676 LINC01085
4 79892901 80229953 LINC01088
4 124571145 124851933 LINC01091
4 124695418 124786728 LINC01091*
4 185814153 185820615 LINC01093
4 79567147 79605655 LINC01094
4 147030606 147043065 LINC01095
4 13547699 13549448 LINC01096
4 13527942 13533041 LINC01097
4 178649910 178911904 LINC01098
4 178733199 178829090 LINC01099
4 178824537 178829090 LINC01099*
4 166605790 166683930 LINC01179
4 13656802 13932852 LINC01182
4 101581435 101596270 LINC01216
4 133512243 133599655 LINC01256
4 38422282 38524801 LINC01258
4 38511387 38519677 LINC01259
4 190580759 190582640 LINC01262
4 120720260 120725670 LINC01365
4 118349553 118610258 LINC01378
4 4846163 4852554 LINC01396
4 5526295 5529527 LINC01587
4 5526882 5529527 LINC01587*
4 190802669 190806022 LINC01596
4 171147741 171204873 LINC01612
4 53656160 53681631 LINC01618
4 3675319 3679582 LINC02171
4 138466884 138524584 LINC02172
4 107354780 107374604 LINC02173
4 172523833 172559914 LINC02174
4 65779998 65870218 LINC02232
4 160587657 160698936 LINC02233
4 55469377 55473298 LINC02260
4 27219100 27283847 LINC02261
4 118235752 118281795 LINC02262
4 118281807 118293891 LINC02263
4 118281807 118294005 LINC02263*
4 118755555 118791103 LINC02264
4 40309201 40332436 LINC02265
4 40318500 40332436 LINC02265*
4 146256414 146261571 LINC02266
4 97231853 97739566 LINC02267
4 175015810 175141549 LINC02268
4 174818423 174850676 LINC02269
4 12225074 12252909 LINC02270
4 62009373 62019369 LINC02271
4 153021904 153025868 LINC02273
4 153021969 153025868 LINC02273*
4 170838911 170897053 LINC02275
4 38565623 38575581 LINC02278
4 55199058 55222271 LINC02283
4 32352659 32354842 LINC02353
4 150075446 150199274 LINC02355
4 11742574 11771092 LINC02360
4 185286713 185303460 LINC02362
4 185262183 185275130 LINC02363
4 28998405 29016215 LINC02364
4 185505246 185546026 LINC02365
4 185539769 185546026 LINC02365*
4 188123139 188134029 LINC02374
4 58292037 58332152 LINC02380
4 171663619 171664886 LINC02382
4 43459550 43494560 LINC02383
4 185427613 185458737 LINC02427
4 104346198 104360885 LINC02428
4 59879290 59912677 LINC02429
4 59849999 59912677 LINC02429*
4 171961752 171980311 LINC02431
4 142242277 142253771 LINC02432
4 158493641 158497303 LINC02433
4 185973049 186028402 LINC02436
4 7099150 7105103 LINC02447
4 135345022 135466659 LINC02462
4 130692773 130876523 LINC02465
4 130645325 130692633 LINC02466
4 29215913 29222783 LINC02472
4 44018877 44024078 LINC02475
4 44019078 44024078 LINC02475*
4 131297515 131309226 LINC02479
4 52910970 52913085 LINC02480
4 6689174 6692246 LINC02481
4 6672454 6675608 LINC02482
4 76279285 76287776 LINC02483
4 34123032 34271369 LINC02484
4 34125127 34271369 LINC02484*
4 136034239 136044714 LINC02485
4 188454032 188593795 LINC02492
4 17173379 17187680 LINC02493
4 59390679 59402493 LINC02494
4 6202459 6235663 LINC02495
4 31172765 31213296 LINC02497
4 74374519 74394250 LINC02499
4 182182168 182186182 LINC02500
4 31508165 31559374 LINC02501
4 31508165 31560443 LINC02501*
4 120860694 120885448 LINC02502
4 36498158 36643522 LINC02505
4 31999000 32157028 LINC02506
4 189697810 189706665 LINC02508
4 177796855 177801754 LINC02509
4 138114909 138121102 LINC02510
4 137717056 138133953 LINC02511
4 38368534 38387367 LINC02513
4 188291801 188293074 LINC02514
4 125421096 125479589 LINC02516
4 8321902 8325692 LINC02517
4 76007135 76009918 LINC02562
4 129349170 129440551 LINC02615
4 37003400 37022328 LINC02616
4 59852905 59853872 LINC02619
4 93183648 93198453 LNCPRESS2
4 54325467 54457653 LNX1
4 54326436 54424436 LNX1*
4 54366243 54389443 LNX1-AS1
4 54459122 54471548 LNX1-AS2
4 773936 775636 LOC100129917
4 7032280 7047958 LOC100129931
4 1189570 1202750 LOC100130872
4 154561319 154602332 LOC100419170
4 22328985 22341289 LOC100505912
4 54562067 54600525 LOC100506444
4 100010007 100222513 LOC100507053
4 47916243 47992754 LOC101927157
4 47833361 47898865 LOC101927179
4 68283022 68287718 LOC101927237
4 134015015 134070271 LOC101927359
4 141049168 141060011 LOC101927516
4 144833483 144903605 LOC101927636
4 162943884 162968702 LOC101928052
4 166651930 166664223 LOC101928131
4 4763486 4789101 LOC101928279
4 4922534 4990398 LOC101928306
4 175752878 175797115 LOC101928551
4 176711457 176733340 LOC101928590
4 33897960 34041515 LOC101928622
4 84889234 85220322 LOC101928978
4 25532661 25570968 LOC101929161
4 95038970 95128707 LOC101929210
4 101111189 101136662 LOC101929353
4 106924473 106943635 LOC101929577
4 109478388 109481548 LOC101929621
4 120113927 120133799 LOC101929762
4 174053083 174090803 LOC101930370
4 174065386 174090803 LOC101930370*
4 103698193 103720732 LOC102723704
4 156275367 156281613 LOC102724776
4 570956 578655 LOC105374338
4 1107426 1126763 LOC105374344
4 42301028 42393285 LOC105374428
4 21583718 21615345 LOC105374516
4 70047817 70082485 LOC105377267
4 99580052 99585702 LOC105377342
4 139741110 139933800 LOC105377448
4 144738946 144750501 LOC105377458
4 149862097 149863530 LOC105377480
4 186392584 186393416 LOC105377590
4 103339758 103423643 LOC105377621
4 144098812 144106014 LOC105377623
4 32007474 32024044 LOC105377651
4 190598968 190601527 LOC105379514
4 120548944 120551910 LOC107986192
4 188225236 188426767 LOC339975
4 40044536 40058819 LOC344967
4 7940727 7942023 LOC389199
4 184415889 184425668 LOC389247
4 39481874 39483523 LOC401127
4 36245737 36275837 LOC439933
4 36258139 36275837 LOC439933*
4 172733288 172734758 LOC441052
4 68919225 68938951 LOC550113
4 119512898 119556180 LOC729218
4 119551083 119556180 LOC729218*
4 151500240 151502385 LOC729558
4 153855667 153857989 LOC729870
4 6675801 6677774 LOC93622
4 155665151 155674272 LRAT
4 155661992 155674271 LRAT*
4 151185587 151936879 LRBA
4 151185587 151936436 LRBA*
4 151185810 151936649 LRBA**
4 151185810 151936419 LRBA***
4 110769262 110793471 LRIT3
4 186285026 186318441 LRP2BP
4 186285026 186317078 LRP2BP*
4 186285026 186300152 LRP2BP**
4 186293663 186317078 LRP2BP***
4 186293663 186318441 LRP2BP****
4 3505338 3534149 LRPAP1
4 3505323 3533876 LRPAP1*
